@relation 0_mindspore(master)

@attribute author_date_unix_timestamp numeric
@attribute fix_unix_timestamp numeric
@attribute fix numeric
@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute contains_bug {0,1}

@data

1584948781,-1,0,1,4,10,2.915818,27,26,855.8,13,0.000012,5,11,0,10,0
1584948781,-1,0,1,1,1,0,9,9,2468,5,0.000012,1,12,0,11,0
1584948781,-1,0,1,4,10,2.915818,27,26,827.7,6,0.000012,5,5,0,4,1
1584948781,-1,0,1,1,1,0,9,9,2395,4,0.000012,1,6,0,5,1
1584956036,-1,0,4,43,92,4.107391,1571,1234,249.891304,12,0.000011,7,0,0,0,1
1584956036,-1,0,1,2,2,0.219297,56,1,292.5,6,0.000012,2,4,0,3,1
1584956036,-1,0,4,43,92,4.107391,1571,1234,249.978261,25,0.000012,9,2,0,0.5,1
1585132690,-1,0,2,7,14,2.91201,310,42,824.857143,31,0.000012,10,8,0,5.5,1
1585137852,-1,1,2,2,2,0.859756,84,29,775.5,6,0.000012,2,1,0,0,0
1585137852,-1,1,2,2,2,0.859756,84,29,775.5,1,0.000012,1,0,0,0,0
1585291752,-1,0,10,354,2828,9.627804,481313,0,0,0,0,0,0,0,0,1
1585291756,-1,0,1,3,9,1.855247,128,48,370,8,0.000015,5,0,0,0,1
1585368166,-1,0,2,4,7,2.424915,56,4,1058.571429,4,0.126356,3,3,0,2,1
1585368166,-1,0,2,4,7,2.424915,56,4,1058.142857,15,0.126356,4,8,0,6.5,1
1585389202,-1,1,2,3,6,1.609865,139,32,583.666667,3,1.127894,1,2,0,1,1
1585389202,-1,1,2,3,6,1.609865,139,32,583.666667,1,1.127894,1,0,0,0,1
1585391216,-1,0,2,4,11,3.165295,461,130,21.545455,2,0.209319,2,1,0,0,0
1585391216,-1,0,2,4,11,3.165295,461,130,21.545455,1,0.209311,2,0,0,0,1
1585391590,-1,1,2,7,18,3.307687,660,67,290.333333,7,0.834554,3,4,0,2.5,1
1585391590,-1,1,2,7,18,3.307687,660,67,288.777778,3,0.898747,1,1,0,0,1
1585532074,-1,0,2,2,2,0.918296,3,3,591.5,1,2.781505,1,0,0,0,0
1585532074,-1,0,2,2,2,1,2,2,585,7,0.000012,2,5,1,2,0
1585533245,-1,0,2,6,7,2.139321,192,0,86.285714,6,1.197889,2,1,0,0,0
1585533245,-1,0,2,6,7,2.139321,192,0,86.285714,1,1.197882,1,0,0,0,0
