@relation 0_cppcheck(main)

@attribute author_date_unix_timestamp numeric
@attribute fix_unix_timestamp numeric
@attribute fix numeric
@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute contains_bug {0,1}

@data

1178559095,-1,0,18,18,43,1.779846,1426,0,0,0,0,0,0,0,0,1
1178627426,-1,0,1,1,2,0.156491,132,0,0,0,0,0,1,1,0,0
1178627470,-1,0,1,1,1,0,0,15,15,1,0.791377,1,2,2,1,0
1178637684,-1,0,1,1,2,0,5,5,65.5,1,0.000012,1,3,3,2,0
1178637731,-1,0,3,3,7,2.069519,0,74,10.142857,1,0.910139,1,4,4,0,0
1178637756,-1,0,2,2,2,0.918296,0,3,2.5,1,0.910428,1,5,5,0,0
1178637822,-1,0,1,1,1,0,9,7,1104,1,0.911192,1,6,6,3,0
1178639882,-1,0,1,1,1,0,1,1,1106,1,0.023843,1,7,7,4,0
1178641857,-1,0,1,1,1,0,25,0,0,0,0,0,8,8,5,0
1178693431,-1,0,1,1,1,0,25,2,1106,1,0.61978,1,9,9,6,0
1178693504,-1,0,1,1,1,0,30,0,0,0,0,0,10,10,7,0
1178734163,-1,0,1,1,2,0.543564,8,0,0,0,0,0,11,11,0,0
1178734210,-1,0,1,1,1,0,23,1,1129,1,0.471979,1,12,12,8,1
1178734235,-1,0,2,2,2,1,1,3,1.5,1,1.571869,2,13,13,0.5,0
1178817892,-1,0,1,1,1,0,8,5,25,1,2.037442,1,14,14,9,0
1178817952,-1,0,1,1,1,0,19,1,1151,1,0.969236,1,15,15,10,0
1178903584,-1,0,1,1,1,0,40,6,1169,1,0.991111,1,16,16,11,0
1179159934,-1,0,1,1,1,0,171,5,1203,1,2.967014,1,17,17,12,1
1179161618,-1,0,1,1,1,0,47,2,1369,1,0.019491,1,18,18,13,1
1179227962,-1,0,1,1,1,0,2,2,2,1,7.741516,1,19,18.5,14,0
1179227992,1179161618,1,1,1,1,0,41,8,1414,1,0.768218,1,20,19.5,15,0
1179247822,-1,0,2,2,7,2.748644,66,0,0,0,0,0,21,16.5,8,0
1179247899,1179159934,1,1,1,1,0,7,10,1447,1,0.230405,1,22,17.5,17,0
1179253851,-1,0,1,1,2,0.543564,8,0,0,0,0,0,23,18.5,0,0
1179253904,-1,0,1,1,1,0,140,13,1444,1,0.069502,1,24,19.5,18,1
1179256042,-1,0,1,1,1,0,2,2,30,1,6.510856,1,25,20.5,19,0
1179311504,-1,0,2,2,3,1.402081,17,0,4,1,0.245687,1,26,20.5,10.5,0
1179311533,-1,0,1,1,1,0,102,47,1571,1,0.667002,1,27,21.5,21,1
1179311652,1179311533,1,1,1,1,0,7,4,1626,1,0.001377,1,28,22.5,22,1
1179335785,1179311652,1,1,1,1,0,34,14,1629,1,0.279317,1,29,23.5,23,0
1179335817,-1,0,1,1,4,1.922701,34,29,7.25,1,0.834196,2,30,24.5,2,0
1179335849,-1,0,1,1,1,0,1,1,1,1,0.949051,1,31,25.5,1,0
1179422720,-1,0,1,1,1,0,77,24,1649,1,1.006192,1,32,24.5,24,0
1179422750,-1,0,1,1,2,0,7,0,0,0,0,0,33,25.5,0,0
1179422792,-1,0,1,1,2,0.985228,6,1,12.5,1,1.515885,2,34,26,3,0
1179510695,-1,0,1,1,2,0,18,0,0,0,0,0,35,26.5,0,0
1179510747,-1,0,1,1,1,0,11,1,1702,1,1.018831,1,36,27.5,25,0
1179512345,-1,0,2,2,4,0,0,0,6.25,1,0.000012,1,37,28.5,0,0
1179512536,-1,0,1,1,1,0,48,16,1712,1,0.020706,1,38,29.5,26,1
