"author_date_unix_timestamp","fix_unix_timestamp","fix","ns","nd","nf","entropy","la","ld","lt","ndev","age","nuc","exp","rexp","sexp","contains_bug"
1224577871,1224597600,1,1,1,1,0,1,1,472,1,1.15740740740741e-05,1,0,0,0,0
1224597600,-1,0,5,234,993,7.65921499254349,287603,0,0,0,0,0,0,0,0,1
1224606117,-1,1,1,1,4,1.94707526399828,29,29,82,1,0.0985763888888889,1,1,1,0,0
1224607698,-1,0,1,1,1,0,11,0,27,1,0.116875,1,2,2,1,0
1224621907,-1,0,1,2,3,0.46188170471037,39,0,547.333333333333,1,0.281331018518518,1,3,3,2,1
1224625961,-1,0,1,2,3,1.28067212952089,12,0,551.333333333333,2,0.0312808641975309,1,4,4,3,0
1224627364,-1,0,1,1,1,0,10,0,176,1,0.344490740740741,1,0,0,0,0
1224649213,-1,0,1,3,5,1.16658692786447,24,37,174,3,0.439449074074074,4,5,5,4,0
1224651111,-1,0,1,2,7,2.21846898280304,59,2,494.571428571429,2,0.398630952380952,3,6,6,5,0
1224652386,-1,0,1,3,8,2.1185642651744,106,72,237.5,2,0.4,2,7,7,6,1
1224653043,-1,1,1,2,2,0.413816850303634,13,11,161,3,0.0259664351851852,2,8,8,7,0
1224693650,-1,0,1,1,1,0,8,21,256,1,1.11168981481481,1,1,1,0,1
1224694335,-1,0,1,1,1,0,22,6,243,2,0.00792824074074074,1,2,2,1,1
1224705320,-1,0,2,2,2,0.811278124459133,22,6,395,1,1.24675925925926,1,3,3,1,0
1224714569,-1,0,1,1,1,0,1,1,401,1,1.35380787037037,1,17,4,0,0
1224715563,1224597600,1,1,1,2,0.76420450650862,6,3,942,2,0.749577546296296,2,9,9,8,1
1224717979,-1,0,2,2,2,0.721928094887362,1,4,81.5,1,1.39327546296296,1,18,5,1.5,0
1224734724,-1,0,1,1,1,0,3,2,138,2,0.945381944444444,1,10,10,9,0
1224736462,-1,0,1,1,1,0,2,1,139,2,0.0201157407407407,1,11,11,10,0
1224742687,-1,1,1,1,1,0,4,0,549,1,1.67924768518519,1,12,12,11,0
1224791362,-1,0,1,1,1,0,8,10,709,1,2.24261574074074,1,13,13,12,0
1224807212,-1,0,1,1,1,0,10,3,1592,2,1.06075231481481,1,4,4,1,0
1224869005,1224715563,1,1,1,1,0,1,1,295,2,1.77594907407407,1,5,5,2,0
1224869311,-1,0,1,2,2,0.529360865287364,5,20,164.5,3,1.27548611111111,2,6,6,3,0
1224869833,-1,0,1,1,1,0,1,1,267,2,2.55347222222222,1,7,7,4,0
1224870671,1224597600,1,1,1,1,0,4,1,337,1,3.16054398148148,1,8,8,5,0
1224872856,1224597600,1,1,1,1,0,7,6,1599,3,0.759768518518519,1,9,9,6,0
1224873141,-1,0,1,1,1,0,1,1,1600,3,0.00329861111111111,1,10,10,7,0
1224882663,1224597600,1,1,1,1,0,9,4,472,2,3.52768518518519,1,14,14,13,0
1224893801,1224621907,1,1,1,1,0,4,3,1600,3,0.23912037037037,1,11,11,8,0
1224894779,1224597600,1,1,3,16,3.1598278695403,243,122,366.8125,3,3.06686342592593,4,15,15,14,1
1224911984,-1,0,1,2,7,2.41898005014503,66,4,535.428571428571,3,0.573574735449735,2,16,16,15,0
1224912257,1224894779,1,1,1,1,0,1,1,1499,2,0.00315972222222222,1,17,17,16,0
1224959667,-1,0,1,3,8,1.84744046945099,89,34,218.5,2,1.56112847222222,3,18,18,17,0
1225121491,1224597600,1,1,1,1,0,24,18,372,2,2.62398148148148,1,19,19,18,1
1225130719,1224597600,1,1,2,4,1.41684654114104,49,13,902,2,4.26281828703704,3,20,20,19,0
1225291619,-1,0,1,4,8,2.53613462051891,90,20,466.75,3,4.84842737268519,5,12,11.5,9,0
1225291811,-1,0,1,1,2,0.266764987803026,13,9,785.5,3,4.01853587962963,2,13,12.5,10,0
1225295196,-1,0,1,3,5,1.91204148192015,40,8,116,3,1.98825,2,14,13.5,11,0
1225295622,-1,0,1,1,1,0,2,1,328,2,3.88836805555556,1,15,14.5,12,0
1225296524,-1,0,1,2,2,0.934068055375491,19,1,163.5,3,0.0153703703703704,1,16,15.5,13,0
1225331613,-1,0,1,3,11,2.5715337944489,103,299,277.454545454545,3,5.42319865319865,6,21,16,20,0
