@relation 0_gerrit(stable-2.12)

@attribute author_date_unix_timestamp numeric
@attribute fix_unix_timestamp numeric
@attribute fix numeric
@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute contains_bug {0,1}

@data

1224577871,1224597600,1,1,1,1,0,1,1,472,1,0.000012,1,0,0,0,0
1224597600,-1,0,5,234,993,7.659215,287603,0,0,0,0,0,0,0,0,1
1224606117,-1,1,1,1,4,1.947075,29,29,82,1,0.098576,1,1,1,0,0
1224607698,-1,0,1,1,1,0,11,0,27,1,0.116875,1,2,2,1,0
1224621907,-1,0,1,2,3,0.461882,39,0,547.333333,1,0.281331,1,3,3,2,1
1224625961,-1,0,1,2,3,1.280672,12,0,551.333333,2,0.031281,1,4,4,3,0
1224627364,-1,0,1,1,1,0,10,0,176,1,0.344491,1,0,0,0,0
1224649213,-1,0,1,3,5,1.166587,24,37,174,3,0.439449,4,5,5,4,0
1224651111,-1,0,1,2,7,2.218469,59,2,494.571429,2,0.398631,3,6,6,5,0
1224652386,-1,0,1,3,8,2.118564,106,72,237.5,2,0.4,2,7,7,6,1
1224653043,-1,1,1,2,2,0.413817,13,11,161,3,0.025966,2,8,8,7,0
1224693650,-1,0,1,1,1,0,8,21,256,1,1.11169,1,1,1,0,1
1224694335,-1,0,1,1,1,0,22,6,243,2,0.007928,1,2,2,1,1
1224705320,-1,0,2,2,2,0.811278,22,6,395,1,1.246759,1,3,3,1,0
1224714569,-1,0,1,1,1,0,1,1,401,1,1.353808,1,17,4,0,0
1224715563,1224597600,1,1,1,2,0.764205,6,3,942,2,0.749578,2,9,9,8,1
1224717979,-1,0,2,2,2,0.721928,1,4,81.5,1,1.393275,1,18,5,1.5,0
1224734724,-1,0,1,1,1,0,3,2,138,2,0.945382,1,10,10,9,0
1224736462,-1,0,1,1,1,0,2,1,139,2,0.020116,1,11,11,10,0
1224742687,-1,1,1,1,1,0,4,0,549,1,1.679248,1,12,12,11,0
1224791362,-1,0,1,1,1,0,8,10,709,1,2.242616,1,13,13,12,0
1224807212,-1,0,1,1,1,0,10,3,1592,2,1.060752,1,4,4,1,0
1224869005,1224715563,1,1,1,1,0,1,1,295,2,1.775949,1,5,5,2,0
1224869311,-1,0,1,2,2,0.529361,5,20,164.5,3,1.275486,2,6,6,3,0
1224869833,-1,0,1,1,1,0,1,1,267,2,2.553472,1,7,7,4,0
1224870671,1224597600,1,1,1,1,0,4,1,337,1,3.160544,1,8,8,5,0
1224872856,1224597600,1,1,1,1,0,7,6,1599,3,0.759769,1,9,9,6,0
1224873141,-1,0,1,1,1,0,1,1,1600,3,0.003299,1,10,10,7,0
1224882663,1224597600,1,1,1,1,0,9,4,472,2,3.527685,1,14,14,13,0
1224893801,1224621907,1,1,1,1,0,4,3,1600,3,0.23912,1,11,11,8,0
1224894779,1224597600,1,1,3,16,3.159828,243,122,366.8125,3,3.066863,4,15,15,14,1
1224911984,-1,0,1,2,7,2.41898,66,4,535.428571,3,0.573575,2,16,16,15,0
1224912257,1224894779,1,1,1,1,0,1,1,1499,2,0.00316,1,17,17,16,0
1224959667,-1,0,1,3,8,1.84744,89,34,218.5,2,1.561128,3,18,18,17,0
1225121491,1224597600,1,1,1,1,0,24,18,372,2,2.623981,1,19,19,18,1
1225130719,1224597600,1,1,2,4,1.416847,49,13,902,2,4.262818,3,20,20,19,0
1225291619,-1,0,1,4,8,2.536135,90,20,466.75,3,4.848427,5,12,11.5,9,0
1225291811,-1,0,1,1,2,0.266765,13,9,785.5,3,4.018536,2,13,12.5,10,0
