instance class;predicted class;recall(0);recall(1);timestamp 
1;0;0.0;0.0;1293840523
1;0;0.0;0.0;1293853015
1;0;0.0;0.0;1293857524
1;0;0.0;0.0;1294097284
1;0;0.0;0.0;1294112356
0;0;100.0;0.0;1294112468
0;0;100.0;0.0;1294112677
1;0;100.0;0.0;1294112863
1;0;100.0;0.0;1294188041
0;0;100.0;0.0;1294188502
1;0;100.0;0.0;1294188634
1;0;100.0;0.0;1294192125
1;0;100.0;0.0;1294200534
0;0;100.0;0.0;1294201845
0;0;100.0;0.0;1294441271
0;0;100.0;0.0;1294447449
1;0;100.0;0.0;1294447588
1;0;100.0;0.0;1294468840
0;0;100.0;0.0;1294469171
0;0;100.0;0.0;1294883067
1;0;100.0;0.0;1298425344
1;0;100.0;0.0;1299733974
1;0;100.0;0.0;1299888878
1;0;100.0;0.0;1300415911
1;0;100.0;0.0;1301454910
0;1;88.43700077872938;0.0;1305149375
0;1;79.18800266599344;0.0;1305150062
1;1;79.18800266599344;6.042798535773048;1305287658
1;1;79.18800266599344;11.447875774266535;1305321817
1;1;79.18800266599344;16.310890490877007;1305326948
1;1;79.18800266599344;20.70928077151154;1305491483
1;1;79.18800266599344;24.706405078340875;1305850908
1;1;79.18800266599344;28.354603037528015;1305878739
0;1;71.62191420596139;28.354603037528015;1305899488
0;0;74.11965251094618;28.354603037528015;1305899582
0;0;76.2326965714657;28.354603037528015;1305901812
0;0;78.04348096851517;28.354603037528015;1305933768
1;0;78.04348096851517;27.031611386358023;1306183860
1;1;78.04348096851517;30.315832966628225;1306255516
1;1;78.04348096851517;33.34614781753185;1306325472
1;1;78.04348096851517;36.15076842907152;1306432428
1;0;78.04348096851517;34.676915551813934;1306453931
1;1;78.04348096851517;37.260613117772515;1306515126
1;0;78.04348096851517;35.82916223162304;1306615929
1;1;78.04348096851517;38.22630999121684;1306714126
1;1;78.04348096851517;40.47246537883001;1306862100
1;1;78.04348096851517;42.58135569449601;1306864123
1;1;78.04348096851517;44.56509328342812;1306951215
1;1;78.04348096851517;46.43440624380087;1307079037
1;0;78.04348096851517;44.904879630505064;1307121943
1;1;78.04348096851517;46.67898873347386;1307121996
0;0;79.61245773559574;46.67898873347386;1307124174
1;1;79.61245773559574;48.35867949063793;1307159726
1;1;79.61245773559574;49.951215620060225;1307159792
1;0;79.61245773559574;48.44224419803807;1307159989
1;1;79.61245773559574;49.968895488723994;1307218652
0;0;80.98496590479967;49.968895488723994;1307219009
1;0;80.98496590479967;48.51774887832134;1307234736
0;0;82.19567650721774;48.51774887832134;1307236777
1;1;82.19567650721774;49.98490866017714;1307238404
0;0;83.27155590654387;49.98490866017714;1307249907
0;0;84.23389334312;49.98490866017714;1307250050
1;0;84.23389334312;48.58629278591403;1307335929
1;1;84.23389334312;49.999477396330974;1307338684
0;0;85.09972021476695;49.999477396330974;1307338906
0;0;85.88282384880621;49.999477396330974;1307338966
0;0;86.59448479080272;49.999477396330974;1307339684
1;0;86.59448479080272;48.64878400769434;1307377325
1;0;86.59448479080272;47.35656447024015;1307381683
1;0;86.59448479080272;46.119163254947736;1307386152
0;0;87.24402175711349;46.119163254947736;1307395063
0;0;87.83920034929864;46.119163254947736;1307403347
0;0;88.38654367707373;46.119163254947736;1307404233
1;1;88.38654367707373;47.50469231980855;1307425737
1;0;88.38654367707373;46.302023408528086;1307426825
1;0;88.38654367707373;45.14748614690416;1307426993
0;0;88.89157129904171;45.14748614690416;1307467076
1;1;88.89157129904171;46.49510266078013;1307467516
1;1;88.89157129904171;47.79073614577298;1307491013
0;0;89.35898506548449;47.79073614577298;1307491094
1;1;89.35898506548449;49.03727571695603;1307523171
1;1;89.35898506548449;50.237400392323885;1307528507
1;0;89.35898506548449;49.07017128570312;1307595570
0;1;85.7158537305038;49.07017128570312;1307630539
1;1;85.7158537305038;50.23803266811969;1307717591
0;0;86.2808287965169;50.23803266811969;1308243809
1;0;86.2808287965169;49.10074080412337;1308333979
1;1;86.2808287965169;50.238620953798815;1308640454
0;0;86.80788184619136;50.238620953798815;1308676387
0;0;87.30068290001029;50.238620953798815;1308677224
0;0;87.76244323064772;50.238620953798815;1308677854
1;0;87.76244323064772;49.12921700407477;1308703205
1;1;87.76244323064772;50.23916957878618;1308832439
0;0;88.19598487020225;50.23916957878618;1308920735
1;0;88.19598487020225;49.15580259145322;1308923537
1;0;88.19598487020225;48.107915500629;1308925316
1;0;88.19598487020225;47.0938438456848;1308939603
0;0;88.60379785144777;47.0938438456848;1308940908
1;1;88.60379785144777;48.19683792070324;1308992695
1;1;88.60379785144777;49.26524641186375;1309180192
0;0;88.9880876362982;49.26524641186375;1309192038
0;0;89.35081463952788;49.26524641186375;1309192208
1;1;89.35081463952788;50.300619428053096;1309216023
1;1;89.35081463952788;51.304415915497046;1309216138
0;0;89.69372734323942;51.304415915497046;1309216269
0;0;90.01839018273138;51.304415915497046;1309217668
0;1;87.24236630757808;51.304415915497046;1309253348
0;1;84.60687013569203;51.304415915497046;1309253868
0;0;85.06266851577101;51.304415915497046;1309254100
0;0;85.49646353444801;51.304415915497046;1309254150
0;0;85.90979055363067;51.304415915497046;1309254191
1;1;85.90979055363067;52.27801026364899;1309280667
0;0;86.30404536236426;52.27801026364899;1309342692
1;1;86.30404536236426;53.22269834485851;1309362015
0;0;86.68049968491061;53.22269834485851;1309362535
1;1;86.68049968491061;54.13970304364418;1309453981
1;1;86.68049968491061;55.0301793251925;1309519231
1;1;86.68049968491061;55.895218887266864;1309776196
1;0;86.68049968491061;54.829858018086995;1309801845
1;0;86.68049968491061;53.79418603991274;1309824498
1;0;86.68049968491061;52.78702914423998;1309857853
0;0;87.04031466603391;52.78702914423998;1309861632
1;0;87.04031466603391;51.80727447808783;1309884630
1;0;87.04031466603391;50.85386623671819;1309886846
1;1;87.04031466603391;51.75076493653583;1309951398
1;0;87.04031466603391;50.814060151361176;1309952473
1;0;87.04031466603391;49.901700406266315;1309959954
1;0;87.04031466603391;49.012793100335855;1310023700
1;1;87.04031466603391;49.91399547003479;1310040314
1;1;87.04031466603391;50.79252624242966;1310142844
