@relation temp

@attribute author_date_unix_timestamp numeric
@attribute fix_unix_timestamp numeric
@attribute fix numeric
@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute contains_bug {0,1}

@data

1487190316,-1,0,1,1,1,0,1,4,298,8,8.162975,1,11964,206.301903,6176,0
1487191897,-1,0,1,1,1,0,33,13,74,3,1280.586146,1,11965,207.274109,6177,0
1487192433,-1,0,1,1,2,0.97876,77,34,122,3,1280.59235,1,11966,208.274104,6178,0
1487228757,-1,0,1,1,1,0,1,1,5065,98,0.733588,1,1961,104.169276,1015,0
1487233048,-1,0,1,1,1,0,1,1,5065,98,0.049664,1,1962,105.023555,1016,0
1487234847,-1,0,1,1,1,0,1,1,913,10,1.973437,1,11967,209.027317,6179,0
1487236041,-1,0,4,14,32,3.956715,44,439,345.15625,39,116.963653,15,11968,209.742635,3027,0
1487238431,-1,0,1,1,1,0,1,1,672,4,41.918519,1,11969,210.414009,706,0
1487238615,-1,0,1,1,1,0,2,2,1054,17,26.990532,1,20,2.044486,14,0
1487246249,-1,0,4,41,46,4.585936,301,209,445.26087,30,30.706291,15,11970,209.993949,3078,1
1487246984,-1,0,3,6,6,2.305625,22,9,407.833333,4,0.008507,1,11971,210.91711,2044.666667,0
1487247362,-1,0,1,2,2,0.918296,3,3,413.5,11,124.994502,2,11972,211.914323,6182,0
1487247904,-1,0,1,1,15,3.462415,23,23,56.133333,3,3.267588,2,11973,212.886371,507,1
1487252463,-1,0,1,11,17,2.394033,608,354,107.235294,4,14.231138,8,11974,213.401426,28,0
1487257826,-1,0,5,13,13,3.286618,31,25,272.769231,11,0.102405,3,11975,213.990797,2469.8,1
1487258248,-1,0,1,5,5,2.289504,24,21,122.4,3,0.004884,1,11976,214.971268,30,0
1487258683,-1,0,2,6,6,2.271782,11,5,278,3,0.017822,3,11977,215.944043,370.5,1
1487259839,-1,0,1,7,8,2.59472,106,65,98.375,4,5.602399,5,11978,216.773709,32,0
1487268714,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487270645,-1,0,1,5,11,2.553346,168,50,346.909091,7,84.405604,6,11979,217.270786,512,1
1487271305,-1,0,1,2,3,1.492132,29,28,422,3,63.448773,2,11980,218.270286,513,0
1487276647,-1,0,4,7,31,4.310988,149,84,214.903226,14,38.350653,12,11981,218.849836,1662.75,1
1487277839,-1,0,2,7,10,2.989716,62,30,207.7,8,6.70592,5,11982,219.664478,3108.5,0
1487313618,-1,0,1,4,4,1.916031,175,38,9.5,2,217.407567,1,0,0,0,1
1487314652,1487313618,1,1,2,2,0.845351,18,4,47,1,0.011968,1,1,1,0,0
1487319862,-1,0,1,1,1,0,10,9,101,1,1.788565,1,0,0,0,0
1487321268,-1,0,1,1,1,0,5,0,105,6,110.013252,1,227,18.707244,153,0
1487321904,-1,1,1,1,11,3.34244,266,258,40.909091,9,616.821283,6,11983,220.268626,6185,0
1487327252,-1,0,3,8,9,2.072612,102,31,55.777778,1,7.747639,1,2,1.5,0,1
1487328486,-1,0,1,1,1,0,1,1,5065,98,1.104606,1,1963,100.853763,1017,0
1487328757,-1,0,1,2,3,1.440687,107,36,188,6,238.663225,2,11984,220.733261,4919,0
1487329325,-1,0,1,1,1,0,2,2,408,3,56.072685,1,11985,221.729373,4920,0
1487329510,-1,1,1,2,2,0.863121,6,1,38,1,343.13125,1,11986,222.729282,6186,0
1487332270,-1,0,3,3,3,1.298795,14,2,1549,18,3.683218,3,11987,222.848874,2308.333333,0
