"author_date_unix_timestamp","fix_unix_timestamp","fix","ns","nd","nf","entropy","la","ld","lt","ndev","age","nuc","exp","rexp","sexp","contains_bug"
1323292816,-1,0,2,5,23,3.63078689967192,3754,0,0,0,0,0,0,0,0,1
1323292845,-1,0,2,2,2,0.811278124459133,4,0,0,0,0,0,1,1,0,0
1323294546,-1,1,1,1,1,0,1,1,3,1,0.0196875,1,2,2,1,0
1323295924,-1,0,1,1,1,0,2,3,31,1,0.0359722222222222,1,3,3,2,0
1323301755,-1,0,1,1,1,0,5,0,0,0,0,0,0,0,0,0
1323369329,-1,0,1,2,5,2.18356325199762,72,2,1,1,0.156421296296296,1,1,1,0,0
1323375272,-1,0,1,1,1,0,25,0,0,0,0,0,2,2,1,0
1323380102,-1,1,1,1,1,0,8,8,24,1,0.0559027777777778,1,3,3,2,0
1323392391,-1,0,1,2,3,0.945563622605001,213,19,26.6666666666667,1,1.15248842592593,1,4,4,1,0
1323396628,-1,1,1,2,2,0.981940786864098,9,10,123,1,0.0490393518518519,1,5,5,2,0
1323397322,-1,0,1,1,1,0,34,35,169,1,0.00803240740740741,1,6,6,3,0
1323474670,-1,1,1,2,3,1.27661186560249,170,20,84.3333333333333,1,1.30109567901235,3,0,0,0,1
1323475026,-1,0,1,2,3,1.45914791702724,10,2,108.333333333333,2,0.00274691358024691,1,1,1,0,0
1323479289,-1,1,1,6,6,0.45828334813627,4848,1,12.6666666666667,2,0.00891010802469136,1,2,2,1,0
1323479309,-1,0,1,7,16,1.83942076136003,4057,9,1.5,1,0.0717643229166667,1,4,4,3,0
1323480238,-1,0,1,1,1,0,11,6,231,2,0.0603240740740741,1,3,3,2,0
1323481724,-1,0,1,1,1,0,1,1,76,2,0.0281828703703704,1,4,4,3,0
1323715642,-1,0,1,1,1,0,3,3,53,1,2.73533564814815,1,5,5,4,0
1323718847,-1,0,1,1,1,0,32,27,96,2,2.82200231481482,1,5,5,4,1
1323719037,-1,0,1,1,3,1.04527192663482,87,87,59,2,0.916292438271605,2,6,6,5,0
1323719654,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323720491,-1,0,1,1,2,0.829328929927916,255,1,4.5,2,2.47497106481481,1,0,0,0,1
1323723589,-1,0,1,3,8,1.53970237774492,289,111,20,1,2.92755642361111,3,6,6,5,0
1323726983,-1,1,1,1,1,0,1,1,54,1,0.0392824074074074,1,7,7,6,0
1323728617,1323720491,1,1,1,2,0.984883404258553,77,96,131.5,3,0.0940509259259259,1,1,1,0,1
1323731975,-1,0,1,1,1,0,5,1,2,1,2.924375,1,8,8,7,0
1323732164,-1,0,1,1,2,0.978217665935425,150,150,122,3,0.0410532407407407,1,2,2,1,1
1323732931,-1,0,1,2,2,0.74959525725948,13,1,27,1,0.0344212962962963,1,0,0,0,0
1323732951,-1,0,1,1,2,0.684038435639042,6,5,73.5,3,1.95086805555556,2,1,1,0,0
1323736112,-1,0,2,2,3,1.15617873048892,34,1,67.6666666666667,5,0.0366628086419753,2,2,2,0.5,1
1323736154,-1,0,1,3,3,1.5,3,1,27.3333333333333,2,0.012596450617284,2,3,3,1,0
